main_cate_num,main_cate_nm,sub_cate_num,sub_category_nm,item_nm_kr,item_id
10,각성 무기,1,대검,용살자 대검,702501
10,각성 무기,1,대검,휴골의 대검,702517
10,각성 무기,1,대검,검은별 대검,731101
10,각성 무기,1,대검,고드아이드 대검,736115
10,각성 무기,20,주살도,바하롬 주살도,692801
10,각성 무기,20,주살도,단델리온 주살도,692802
10,각성 무기,20,주살도,사말힌 주살도,692803
10,각성 무기,20,주살도,용살자 주살도,692812
10,각성 무기,20,주살도,휴골의 주살도,692813
10,각성 무기,20,주살도,검은별 주살도,731119
10,각성 무기,20,주살도,고드아이드 주살도,736133
10,각성 무기,21,스팅,어둠가시 스팅,730902
10,각성 무기,21,스팅,단델리온 스팅,730903
10,각성 무기,21,스팅,붉은가시 스팅,730904
10,각성 무기,21,스팅,용살자 스팅,730913
10,각성 무기,21,스팅,휴골의 스팅,730914
10,각성 무기,21,스팅,검은별 스팅,731120
10,각성 무기,21,스팅,고드아이드 스팅,736134
10,각성 무기,22,키벨리우스,검은별 키벨리우스,731121
10,각성 무기,22,키벨리우스,스투라 키벨리우스,732651
10,각성 무기,22,키벨리우스,단델리온 키벨리우스,732652
10,각성 무기,22,키벨리우스,아반 키벨리우스,732653
10,각성 무기,22,키벨리우스,용살자 키벨리우스,732662
10,각성 무기,22,키벨리우스,휴골의 키벨리우스,732663
10,각성 무기,22,키벨리우스,고드아이드 키벨리우스,736135
10,각성 무기,23,파트라카,검은별 파트라카,731122
10,각성 무기,23,파트라카,루나리오 파트라카,733401
10,각성 무기,23,파트라카,단델리온 파트라카,733402
10,각성 무기,23,파트라카,솔라리스 파트라카,733403
10,각성 무기,23,파트라카,용살자 파트라카,733412
10,각성 무기,23,파트라카,고드아이드 파트라카,736136
10,각성 무기,24,트리온,검은별 트리온,731123
10,각성 무기,24,트리온,카할라 트리온,735801
10,각성 무기,24,트리온,단델리온 트리온,735802
10,각성 무기,24,트리온,카이스카 트리온,735803
10,각성 무기,24,트리온,용살자 트리온,735812
10,각성 무기,24,트리온,휴골의 트리온,735813
10,각성 무기,24,트리온,고드아이드 트리온,736137
10,각성 무기,2,사신낫,고혹의 주술 사신낫,14711
10,각성 무기,2,사신낫,단델리온 사신낫,14712
10,각성 무기,2,사신낫,고혹의 사신낫,14713
10,각성 무기,2,사신낫,용살자 사신낫,702502
10,각성 무기,2,사신낫,휴골의 사신낫,702518
10,각성 무기,2,사신낫,검은별 사신낫,731102
10,각성 무기,2,사신낫,고드아이드 사신낫,736116
10,각성 무기,3,철장갑포,개량형 철장갑포,14721
10,각성 무기,3,철장갑포,단델리온 철장갑포,14722
10,각성 무기,3,철장갑포,투박한 철장갑포,14723
10,각성 무기,3,철장갑포,용살자 철장갑포,702503
10,각성 무기,3,철장갑포,휴골의 철장갑포,702519
10,각성 무기,3,철장갑포,검은별 철장갑포,731103
10,각성 무기,3,철장갑포,고드아이드 철장갑포,736117
10,각성 무기,4,정령검,계승자의 정령검,14731
10,각성 무기,4,정령검,단델리온 정령검,14732
10,각성 무기,4,정령검,어린 나무 정령검,14733
10,각성 무기,4,정령검,용살자 정령검,702504
10,각성 무기,4,정령검,휴골의 정령검,702520
10,각성 무기,4,정령검,검은별 정령검,731104
10,각성 무기,4,정령검,고드아이드 정령검,736118
10,각성 무기,5,하늘봉,푸른우레 하늘봉,14741
10,각성 무기,5,하늘봉,단델리온 하늘봉,14742
10,각성 무기,5,하늘봉,수련 하늘봉,14743
10,각성 무기,5,하늘봉,용살자 하늘봉,702505
10,각성 무기,5,하늘봉,휴골의 하늘봉,702521
10,각성 무기,5,하늘봉,검은별 하늘봉,731105
10,각성 무기,5,하늘봉,고드아이드 하늘봉,736119
10,각성 무기,6,랜시아,정화의 조각 랜시아,14751
10,각성 무기,6,랜시아,단델리온 랜시아,14752
10,각성 무기,6,랜시아,슈제리얼 랜시아,14753
10,각성 무기,6,랜시아,용살자 랜시아,702506
10,각성 무기,6,랜시아,휴골의 랜시아,702522
10,각성 무기,6,랜시아,검은별 랜시아,731106
10,각성 무기,6,랜시아,고드아이드 랜시아,736120
10,각성 무기,7,무신도,무결 무신도,14761
10,각성 무기,7,무신도,단델리온 무신도,14762
10,각성 무기,7,무신도,철조 무신도,14763
10,각성 무기,7,무신도,용살자 무신도,702507
10,각성 무기,7,무신도,휴골의 무신도,702523
10,각성 무기,7,무신도,검은별 무신도,731107
10,각성 무기,7,무신도,고드아이드 무신도,736121
10,각성 무기,8,화월창,서리구름 화월창,14771
10,각성 무기,8,화월창,단델리온 화월창,14772
10,각성 무기,8,화월창,선도 화월창,14773
10,각성 무기,8,화월창,용살자 화월창,702508
10,각성 무기,8,화월창,휴골의 화월창,702524
10,각성 무기,8,화월창,검은별 화월창,731108
10,각성 무기,8,화월창,고드아이드 화월창,736122
10,각성 무기,9,수라도,야각무 수라도,14781
10,각성 무기,9,수라도,단델리온 수라도,14782
10,각성 무기,9,수라도,섬풍 수라도,14783
10,각성 무기,9,수라도,용살자 수라도,702509
10,각성 무기,9,수라도,휴골의 수라도,702525
10,각성 무기,9,수라도,검은별 수라도,731109
10,각성 무기,9,수라도,고드아이드 수라도,736123
15,방어구,1,투구,아제리안 투구,10809
15,방어구,1,투구,타리타스 투구,10813
15,방어구,1,투구,제레스 투구,10817
15,방어구,1,투구,탈리스 투구,10821
15,방어구,1,투구,도바르트 투구,10889
15,방어구,1,투구,그루닐 투구,10933
15,방어구,1,투구,로카바 투구,10937
15,방어구,1,투구,헤라클레스의 기운 투구,11001
15,방어구,1,투구,헤베의 체력 투구,11005
15,방어구,1,투구,포르투나의 행운 투구,11009
15,방어구,1,투구,기아스의 투구,11013
15,방어구,1,투구,레모리아 투구,11070
15,방어구,1,투구,그리폰의 투구,11101
15,방어구,1,투구,강철 타리타스 투구,14101
15,방어구,1,투구,아쿰 투구,701011
15,방어구,1,투구,라브레스카의 투구,719897
15,방어구,1,투구,검은별 투구,719901
15,방어구,2,갑옷,아제리안 갑옷,10810
15,방어구,2,갑옷,타리타스 갑옷,10814
15,방어구,2,갑옷,제레스 갑옷,10818
15,방어구,2,갑옷,탈리스 갑옷,10822
15,방어구,2,갑옷,도바르트 갑옷,10890
15,방어구,2,갑옷,그루닐 갑옷,10934
15,방어구,2,갑옷,로카바 갑옷,10938
15,방어구,2,갑옷,헤라클레스의 기운 갑옷,11002
15,방어구,2,갑옷,헤베의 체력 갑옷,11006
15,방어구,2,갑옷,포르투나의 행운 갑옷,11010
15,방어구,2,갑옷,빨간코의 갑옷,11014
15,방어구,2,갑옷,우둔한 나무 정령의 갑옷,11017
15,방어구,2,갑옷,레모리아 갑옷,11071
15,방어구,2,갑옷,강철 타리타스 갑옷,14102
15,방어구,2,갑옷,아쿰 갑옷,701012
15,방어구,2,갑옷,죽은신의 갑옷,719898
15,방어구,2,갑옷,검은별 갑옷,719902
15,방어구,3,장갑,아제리안 장갑,10811
15,방어구,3,장갑,타리타스 장갑,10815
15,방어구,3,장갑,제레스 장갑,10819
15,방어구,3,장갑,탈리스 장갑,10823
15,방어구,3,장갑,도바르트 장갑,10891
15,방어구,3,장갑,그루닐 장갑,10935
15,방어구,3,장갑,로카바 장갑,10939
15,방어구,3,장갑,헤라클레스의 기운 장갑,11003
15,방어구,3,장갑,헤베의 체력 장갑,11007
15,방어구,3,장갑,포르투나의 행운 장갑,11011
15,방어구,3,장갑,베그의 장갑,11015
15,방어구,3,장갑,레모리아 장갑,11072
15,방어구,3,장갑,리브르의 장갑,11102
15,방어구,3,장갑,강철 타리타스 장갑,14103
15,방어구,3,장갑,아쿰 장갑,701013
15,방어구,3,장갑,단의 장갑,719899
15,방어구,3,장갑,검은별 장갑,719903
15,방어구,3,장갑,단의 장갑,719955
15,방어구,4,신발,아제리안 신발,10812
15,방어구,4,신발,타리타스 신발,10816
15,방어구,4,신발,제레스 신발,10820
15,방어구,4,신발,탈리스 신발,10824
15,방어구,4,신발,도바르트 신발,10892
15,방어구,4,신발,그루닐 신발,10936
15,방어구,4,신발,로카바 신발,10940
15,방어구,4,신발,헤라클레스의 기운 신발,11004
15,방어구,4,신발,헤베의 체력 신발,11008
15,방어구,4,신발,포르투나의 행운 신발,11012
15,방어구,4,신발,머스칸의 신발,11016
15,방어구,4,신발,레모리아 신발,11073
15,방어구,4,신발,우르곤의 신발,11103
15,방어구,4,신발,강철 타리타스 신발,14104
15,방어구,4,신발,아쿰 신발,701014
15,방어구,4,신발,검은별 신발,719904
15,방어구,5,기능복,은자수 요리사의 옷,14019
15,방어구,5,기능복,은자수 낚시꾼의 옷,14020
15,방어구,5,기능복,은자수 무역상의 옷,14021
15,방어구,5,기능복,은자수 채집꾼의 옷,14022
15,방어구,5,기능복,은자수 조련사의 옷,14023
15,방어구,5,기능복,은자수 연금술사의 옷,14025
15,방어구,5,기능복,은자수 공예가의 옷,14026
15,방어구,5,기능복,명마 조련사의 옷,14027
15,방어구,5,기능복,은자수 농사꾼의 옷,14028
15,방어구,5,기능복,은자수 항해사의 옷,14029
15,방어구,5,기능복,마노스 조련사의 옷,705015
15,방어구,5,기능복,마노스 수렵꾼의 옷,705022
15,방어구,5,기능복,마노스 항해사의 옷,705032
15,방어구,5,기능복,마노스 요리사의 옷,705037
15,방어구,5,기능복,마노스 연금술사의 옷,705047
15,방어구,5,기능복,마노스 낚시꾼의 옷,705052
15,방어구,5,기능복,크리오 낚시꾼의 옷,705074
15,방어구,5,기능복,스럴크의 항해복,705075
15,방어구,5,기능복,로바우의 수렵복,705076
15,방어구,5,기능복,고르가스의 연금복,705081
15,방어구,5,기능복,로로주의 요리복,705086
15,방어구,5,기능복,로기아 낚시꾼의 옷,705107
15,방어구,5,기능복,로기아 항해사의 옷,705108
15,방어구,5,기능복,로기아 수렵꾼의 옷,705109
15,방어구,5,기능복,로기아 연금술사의 옷,705114
15,방어구,5,기능복,로기아 요리사의 옷,705119
15,방어구,5,기능복,로기아 조련사의 옷,705148
15,방어구,5,기능복,이자우로의 조련복,705153
15,방어구,5,기능복,로기아 채집꾼의 옷,705513
15,방어구,5,기능복,로기아 공예가의 옷,705514
15,방어구,5,기능복,카르타 채집복,705515
15,방어구,5,기능복,카르타 공예복,705516
15,방어구,5,기능복,마노스 채집꾼의 옷,705517
15,방어구,5,기능복,마노스 공예가의 옷,705518
15,방어구,6,제작복,[워리어] 세렌디아 철장복,12501
15,방어구,6,제작복,[자이언트] 세렌디아 철장복,12502
15,방어구,6,제작복,[소서러] 테르미안 평상복,12503
15,방어구,6,제작복,[금수랑] 테르미안 평상복,12504
15,방어구,6,제작복,[레인저] 테르미안 평상복,12505
15,방어구,6,제작복,[무사] 세렌디아 철장복,12506
15,방어구,6,제작복,[발키리] 테르미안 평상복,12507
15,방어구,6,제작복,[매화] 테르미안 평상복,12508
15,방어구,6,제작복,[위자드] 세렌디아 철장복,12509
15,방어구,6,제작복,[위치] 테르미안 평상복,12510
15,방어구,6,제작복,[쿠노이치] 테르미안 평상복,12511
15,방어구,6,제작복,[닌자] 세렌디아 철장복,12512
15,방어구,6,제작복,[워리어] 세렌디아 정복,12525
15,방어구,6,제작복,[자이언트] 세렌디아 정복,12526
15,방어구,6,제작복,[무사] 세렌디아 정복,12530
15,방어구,6,제작복,[위자드] 세렌디아 정복,12533
15,방어구,6,제작복,[닌자] 세렌디아 정복,12536
15,방어구,6,제작복,[다크나이트] 세렌디아 철장복,12562
15,방어구,6,제작복,[다크나이트] 오로엔의 여행복,12563
15,방어구,6,제작복,[다크나이트] 자렛의 갑옷,12564
15,방어구,6,제작복,[다크나이트] 델페 기사단복,12565
15,방어구,6,제작복,[다크나이트] 테르미안 평상복,12567
15,방어구,6,제작복,[소서러] 아혼 키루스 갑옷,12574
15,방어구,6,제작복,[레인저] 아혼 키루스 갑옷,12575
15,방어구,6,제작복,[금수랑] 아혼 키루스 갑옷,12576
15,방어구,6,제작복,[발키리] 아혼 키루스 갑옷,12577
15,방어구,6,제작복,[위치] 아혼 키루스 갑옷,12578
15,방어구,6,제작복,[쿠노이치] 아혼 키루스 갑옷,12579
15,방어구,6,제작복,[매화] 아혼 키루스 갑옷,12580
15,방어구,6,제작복,[다크나이트] 아혼 키루스 갑옷,12581
15,방어구,6,제작복,[소서러] 슈라우드 기사단 갑옷,12590
15,방어구,6,제작복,[레인저] 슈라우드 기사단 갑옷,12591
15,방어구,6,제작복,[금수랑] 슈라우드 기사단 갑옷,12592
15,방어구,6,제작복,[발키리] 슈라우드 기사단 갑옷,12593
15,방어구,6,제작복,[위치] 슈라우드 기사단 갑옷,12594
15,방어구,6,제작복,[쿠노이치] 슈라우드 기사단 갑옷,12595
15,방어구,6,제작복,[매화] 슈라우드 기사단 갑옷,12596
15,방어구,6,제작복,[다크나이트] 슈라우드 기사단 갑옷,12597
15,방어구,6,제작복,[워리어] 슈라우드 기사단 갑옷,12598
15,방어구,6,제작복,[자이언트] 슈라우드 기사단 갑옷,12599
15,방어구,6,제작복,[무사] 슈라우드 기사단 갑옷,12600
15,방어구,6,제작복,[위자드] 슈라우드 기사단 갑옷,12601
15,방어구,6,제작복,[닌자] 슈라우드 기사단 갑옷,12602
15,방어구,6,제작복,[워리어] 발렌시아 여행복,12619
15,방어구,6,제작복,[자이언트] 발렌시아 여행복,12620
15,방어구,6,제작복,[무사] 발렌시아 여행복,12621
15,방어구,6,제작복,[위자드] 발렌시아 여행복,12622
15,방어구,6,제작복,[닌자] 발렌시아 여행복,12623
15,방어구,6,제작복,[소서러] 흑표범 갑옷,12629
15,방어구,6,제작복,[레인저] 흑표범 갑옷,12630
15,방어구,6,제작복,[금수랑] 흑표범 갑옷,12631
15,방어구,6,제작복,[발키리] 흑표범 갑옷,12632
15,방어구,6,제작복,[위치] 흑표범 갑옷,12633
15,방어구,6,제작복,[쿠노이치] 흑표범 갑옷,12634
15,방어구,6,제작복,[매화] 흑표범 갑옷,12635
15,방어구,6,제작복,[다크나이트] 흑표범 갑옷,12636
15,방어구,6,제작복,[격투가] 칼페온 귀족 슈트,12646
15,방어구,6,제작복,[격투가] 가니에 유랑단복,12647
15,방어구,6,제작복,[격투가] 델페 기사단복,12648
15,방어구,6,제작복,[격투가] 에단의 여행복,12649
15,방어구,6,제작복,[격투가] 조르다인 평상복,12650
15,방어구,6,제작복,[격투가] 세렌디아 병사복,12651
15,방어구,6,제작복,[격투가] 세렌디아 정복,12652
15,방어구,6,제작복,[격투가] 발렌시아 여행복,12653
15,방어구,6,제작복,[격투가] 슈라우드 기사단 갑옷,12654
15,방어구,6,제작복,[격투가] 세렌디아 철장복,12664
15,방어구,6,제작복,[미스틱] 칼페온 귀족 드레스,12667
15,방어구,6,제작복,[미스틱] 가니에 유랑단복,12668
15,방어구,6,제작복,[미스틱] 세렌디아 철장복,12669
15,방어구,6,제작복,[미스틱] 테르미안 평상복,12671
15,방어구,6,제작복,[미스틱] 델페 기사단복,12672
15,방어구,6,제작복,[미스틱] 오로엔의 여행복,12673
15,방어구,6,제작복,[미스틱] 자렛의 갑옷,12674
15,방어구,6,제작복,[미스틱] 아혼 키루스 갑옷,12675
15,방어구,6,제작복,[미스틱] 흑표범 갑옷,12676
15,방어구,6,제작복,[미스틱] 슈라우드 기사단 갑옷,12677
15,방어구,6,제작복,[아처] 칼페온 귀족 슈트,12697
15,방어구,6,제작복,[아처] 가니에 유랑단복,12698
15,방어구,6,제작복,[아처] 델페 기사단복,12699
15,방어구,6,제작복,[아처] 에단의 여행복,12700
15,방어구,6,제작복,[아처] 조르다인 평상복,12701
15,방어구,6,제작복,[아처] 세렌디아 병사복,12702
15,방어구,6,제작복,[아처] 세렌디아 정복,12703
15,방어구,6,제작복,[아처] 발렌시아 여행복,12704
15,방어구,6,제작복,[아처] 슈라우드 기사단 갑옷,12705
15,방어구,6,제작복,[아처] 세렌디아 철장복,12715
15,방어구,6,제작복,[란] 칼페온 귀족 드레스,12717
15,방어구,6,제작복,[란] 가니에 유랑단복,12718
15,방어구,6,제작복,[란] 세렌디아 철장복,12719
15,방어구,6,제작복,[란] 테르미안 평상복,12721
15,방어구,6,제작복,[란] 델페 기사단복,12722
15,방어구,6,제작복,[란] 오로엔의 여행복,12723
15,방어구,6,제작복,[란] 자렛의 갑옷,12724
15,방어구,6,제작복,[란] 아혼 키루스 갑옷,12725
15,방어구,6,제작복,[란] 흑표범 갑옷,12726
15,방어구,6,제작복,[란] 슈라우드 기사단 갑옷,12727
15,방어구,6,제작복,[가디언] 칼페온 귀족 드레스,12734
15,방어구,6,제작복,[가디언] 가니에 유랑단복,12735
15,방어구,6,제작복,[가디언] 세렌디아 철장복,12736
15,방어구,6,제작복,[가디언] 테르미안 평상복,12738
15,방어구,6,제작복,[가디언] 델페 기사단복,12739
15,방어구,6,제작복,[가디언] 오로엔의 여행복,12740
15,방어구,6,제작복,[가디언] 자렛의 갑옷,12741
15,방어구,6,제작복,[가디언] 아혼 키루스 갑옷,12742
15,방어구,6,제작복,[가디언] 흑표범 갑옷,12743
15,방어구,6,제작복,[가디언] 슈라우드 기사단 갑옷,12744
15,방어구,6,제작복,[하사신] 칼페온 귀족 슈트,12757
15,방어구,6,제작복,[하사신] 가니에 유랑단복,12758
15,방어구,6,제작복,[하사신] 델페 기사단복,12759
15,방어구,6,제작복,[하사신] 에단의 여행복,12760
15,방어구,6,제작복,[하사신] 조르다인 평상복,12761
15,방어구,6,제작복,[하사신] 세렌디아 병사복,12762
15,방어구,6,제작복,[하사신] 세렌디아 정복,12763
15,방어구,6,제작복,[하사신] 발렌시아 여행복,12764
15,방어구,6,제작복,[하사신] 슈라우드 기사단 갑옷,12765
15,방어구,6,제작복,[하사신] 세렌디아 철장복,12775
15,방어구,6,제작복,[노바] 칼페온 귀족 드레스,12778
15,방어구,6,제작복,[노바] 가니에 유랑단복,12779
15,방어구,6,제작복,[노바] 세렌디아 철장복,12780
15,방어구,6,제작복,[노바] 테르미안 평상복,12782
15,방어구,6,제작복,[노바] 델페 기사단복,12783
15,방어구,6,제작복,[노바] 오로엔의 여행복,12784
15,방어구,6,제작복,[노바] 자렛의 갑옷,12785
15,방어구,6,제작복,[노바] 아혼 키루스 갑옷,12786
15,방어구,6,제작복,[노바] 흑표범 갑옷,12787
15,방어구,6,제작복,[노바] 슈라우드 기사단 갑옷,12788
15,방어구,6,제작복,[세이지] 칼페온 귀족 슈트,12848
15,방어구,6,제작복,[세이지] 가니에 유랑단복,12849
15,방어구,6,제작복,[세이지] 델페 기사단복,12850
15,방어구,6,제작복,[세이지] 에단의 여행복,12851
15,방어구,6,제작복,[세이지] 조르다인 평상복,12852
15,방어구,6,제작복,[세이지] 세렌디아 병사복,12853
15,방어구,6,제작복,[세이지] 세렌디아 정복,12854
15,방어구,6,제작복,[세이지] 발렌시아 여행복,12855
15,방어구,6,제작복,[세이지] 슈라우드 기사단 갑옷,12856
15,방어구,6,제작복,[세이지] 세렌디아 철장복,12866
15,방어구,6,제작복,[커세어] 칼페온 귀족 드레스,12870
15,방어구,6,제작복,[커세어] 가니에 유랑단복,12871
15,방어구,6,제작복,[커세어] 오로엔의 여행복,12876
15,방어구,6,제작복,[커세어] 아혼 키루스 갑옷,12878
15,방어구,6,제작복,[커세어] 흑표범 갑옷,12879
15,방어구,6,제작복,[커세어] 슈라우드 기사단 갑옷,12880
15,방어구,6,제작복,[드라카니아] 칼페온 귀족 드레스,12906
15,방어구,6,제작복,[드라카니아] 가니에 유랑단복,12907
15,방어구,6,제작복,[드라카니아] 세렌디아 철장복,12908
15,방어구,6,제작복,[드라카니아] 테르미안 평상복,12910
15,방어구,6,제작복,[드라카니아] 오로엔의 여행복,12912
15,방어구,6,제작복,[드라카니아] 자렛의 갑옷,12913
15,방어구,6,제작복,[드라카니아] 아혼 키루스 갑옷,12914
15,방어구,6,제작복,[드라카니아] 흑표범 갑옷,12915
15,방어구,6,제작복,[드라카니아] 슈라우드 기사단 갑옷,12916
15,방어구,6,제작복,[우사] 칼페온 귀족 드레스,12938
15,방어구,6,제작복,[우사] 가니에 유랑단복,12939
15,방어구,6,제작복,[우사] 세렌디아 철장복,12940
15,방어구,6,제작복,[우사] 세렌디아 사병복,12941
15,방어구,6,제작복,[우사] 테르미안 평상복,12942
15,방어구,6,제작복,[우사] 델페 기사단복,12943
15,방어구,6,제작복,[우사] 오로엔의 여행복,12944
15,방어구,6,제작복,[우사] 자렛의 갑옷,12945
15,방어구,6,제작복,[우사] 아혼 키루스 갑옷,12946
15,방어구,6,제작복,[우사] 흑표범 갑옷,12947
15,방어구,6,제작복,[우사] 슈라우드 기사단 갑옷,12948
15,방어구,6,제작복,[매구] 칼페온 귀족 드레스,12961
15,방어구,6,제작복,[매구] 가니에 유랑단복,12962
15,방어구,6,제작복,[매구] 세렌디아 철장복,12963
15,방어구,6,제작복,[매구] 세렌디아 사병복,12964
15,방어구,6,제작복,[매구] 테르미안 평상복,12965
15,방어구,6,제작복,[매구] 델페 기사단복,12966
15,방어구,6,제작복,[매구] 오로엔의 여행복,12967
15,방어구,6,제작복,[매구] 자렛의 갑옷,12968
15,방어구,6,제작복,[매구] 아혼 키루스 갑옷,12969
15,방어구,6,제작복,[매구] 흑표범 갑옷,12970
15,방어구,6,제작복,[매구] 슈라우드 기사단 갑옷,12971
15,방어구,6,제작복,[워리어] 칼페온 귀족 슈트,14201
15,방어구,6,제작복,[자이언트] 칼페온 귀족 슈트,14202
15,방어구,6,제작복,[소서러] 칼페온 귀족 드레스,14203
15,방어구,6,제작복,[금수랑] 칼페온 귀족 드레스,14204
15,방어구,6,제작복,[레인저] 칼페온 귀족 드레스,14205
15,방어구,6,제작복,[무사] 칼페온 귀족 슈트,14206
15,방어구,6,제작복,[발키리] 칼페온 귀족 드레스,14207
15,방어구,6,제작복,[매화] 칼페온 귀족 드레스,14208
15,방어구,6,제작복,[워리어] 가니에 유랑단복,14211
15,방어구,6,제작복,[자이언트] 가니에 유랑단복,14212
15,방어구,6,제작복,[소서러] 가니에 유랑단복,14213
15,방어구,6,제작복,[금수랑] 가니에 유랑단복,14214
15,방어구,6,제작복,[레인저] 가니에 유랑단복,14215
15,방어구,6,제작복,[무사] 가니에 유랑단복,14216
15,방어구,6,제작복,[발키리] 가니에 유랑단복,14217
15,방어구,6,제작복,[매화] 가니에 유랑단복,14218
15,방어구,6,제작복,[위자드] 칼페온 귀족 슈트,14219
15,방어구,6,제작복,[위치] 칼페온 귀족 드레스,14220
15,방어구,6,제작복,[쿠노이치] 칼페온 귀족 드레스,14221
15,방어구,6,제작복,[쿠노이치] 가니에 유랑단복,14222
15,방어구,6,제작복,[닌자] 칼페온 귀족 슈트,14223
15,방어구,6,제작복,[워리어] 세렌디아 병사복,14284
15,방어구,6,제작복,[자이언트] 세렌디아 병사복,14285
15,방어구,6,제작복,[소서러] 세렌디아 철장복,14286
15,방어구,6,제작복,[금수랑] 세렌디아 철장복,14287
15,방어구,6,제작복,[레인저] 세렌디아 철장복,14288
15,방어구,6,제작복,[무사] 세렌디아 병사복,14289
15,방어구,6,제작복,[발키리] 세렌디아 철장복,14290
15,방어구,6,제작복,[매화] 세렌디아 철장복,14291
15,방어구,6,제작복,[위자드] 세렌디아 병사복,14292
15,방어구,6,제작복,[위치] 세렌디아 철장복,14293
15,방어구,6,제작복,[쿠노이치] 세렌디아 철장복,14294
15,방어구,6,제작복,[닌자] 세렌디아 병사복,14295
15,방어구,6,제작복,[워리어] 조르다인 평상복,14296
15,방어구,6,제작복,[자이언트] 조르다인 평상복,14297
15,방어구,6,제작복,[소서러] 오로엔의 여행복,14298
15,방어구,6,제작복,[금수랑] 오로엔의 여행복,14299
15,방어구,6,제작복,[레인저] 오로엔의 여행복,14300
15,방어구,6,제작복,[위자드] 가니에 유랑단복,14339
15,방어구,6,제작복,[위치] 가니에 유랑단복,14340
15,방어구,6,제작복,[닌자] 가니에 유랑단복,14341
15,방어구,6,제작복,[다크나이트] 칼페온 귀족 드레스,14345
15,방어구,6,제작복,[다크나이트] 가니에 유랑단복,14346
15,방어구,6,제작복,[무사] 조르다인 평상복,14838
15,방어구,6,제작복,[발키리] 오로엔의 여행복,14839
15,방어구,6,제작복,[매화] 오로엔의 여행복,14840
